ens_gene,target_id,pval,qval,test_stat,rss,degrees_free,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq
WBGene00000213,asm-3,1.772010793392223e-10,1.8178059686522316e-7,48.37500437287544,52.82767308945236,3,4.322085834064639,4.802515735404762,0.0847032829369506,4.717812452467809,0.053194302132881364,4.717812452467809
WBGene00017501,pud-3,2.4073037077955434e-10,2.0937523998551738e-7,47.749719880559255,44.91561586779542,3,6.341291292019936,4.0832378061632255,0.012583118894966903,4.070654687268252,0.030547856699106517,4.070654687268252
WBGene00019619,asp-14,3.0041238295385096e-10,2.4591404242269354e-7,47.297626679802626,8.411271031815847,3,6.909329977266196,0.7646610028923512,0.001423884984571603,0.7632371179077782,0.028885088537908346,0.7632371179077782
WBGene00017498,pud-4,4.15727738366396e-10,3.2140373372815367e-7,46.63432064630823,42.26000493641819,3,5.163461586179923,3.8418186305834743,0.05190161531930192,3.7899170152641704,0.040778111338230644,3.7899170152641704
WBGene00020760,T24C4.4,4.927461998982789e-10,3.6089769040970787e-7,46.28722511429501,20.712044421291537,3,4.067688091030468,1.882913129208323,0.03094380852903303,1.8519693206792887,0.058135369490795515,1.8519693206792887
WBGene00010128,F55G11.8,7.840445479132475e-10,5.455381964380376e-7,45.33842068524217,10.233356417857225,3,4.796973240382614,0.930305128896113,0.008729536212774398,0.921575592683337,0.045659787826765504,0.921575592683337
WBGene00021590,Y46D2A.2,1.1658693710572498e-9,7.725827698872708e-7,44.52761668348879,10.155735265648534,3,4.816047730280913,0.9232486605135035,0.0118095646404493,0.9114390958730538,0.04538760028142436,0.9114390958730538
WBGene00014136,ZK896.5,1.2744010830139371e-9,8.061166123282704e-7,44.345676660649026,14.486089055217958,3,4.692809239685319,1.3169171868379967,0.016480457658488178,1.3004367291795078,0.047178520252494235,1.3004367291795078
WBGene00018138,folt-2,1.7517607628497216e-9,1.015729282325697e-6,43.69523997629476,8.763849586580598,3,7.003638982271023,0.7967135987800537,0.0015108069618552894,0.7952027918181991,0.028849939717013995,0.7952027918181991
WBGene00001399,fat-7,1.7062661711461676e-9,1.015729282325697e-6,43.74904578841017,20.509961104799693,3,5.920531909548607,1.864541918618153,0.006926238948713902,1.85761567966944,0.03319759791899424,1.85761567966944
WBGene00021518,hpo-6,2.418243595684646e-9,1.3460911151019012e-6,43.03585126811976,6.34324486225314,3,5.547722873018052,0.5766586238411954,0.004764559686868086,0.5718940641543265,0.036571789270798044,0.5718940641543265
WBGene00011330,T01D3.6,2.644744905984232e-9,1.374294389915268e-6,42.852706269501624,5.3373162390426305,3,7.249496595705254,0.48521056718569455,9.998050818570883e-4,0.48421076210383657,0.0289612102180797,0.48421076210383657
WBGene00014135,ZK896.4,2.666423435449284e-9,1.374294389915268e-6,42.83600668986976,17.293009586845173,3,4.624172662526075,1.572091780622288,0.016381080666008976,1.5557106999562795,0.04821323146246319,1.5557106999562795
WBGene00007875,dod-24,2.899009977696795e-9,1.440807958915307e-6,42.66491739163609,14.351085075366992,3,6.261128417143298,1.304644097760637,0.003974432568376377,1.3006696651922593,0.030969583645435034,1.3006696651922593
WBGene00019660,K11H12.4,3.927170568796545e-9,1.8216835211790908e-6,42.04380039535901,17.087401572464582,3,5.222216404235517,1.5534001429513267,0.009256033425917005,1.5441441095254085,0.040070743281634555,1.5441441095254085
WBGene00009396,clec-65,3.8643580811737215e-9,1.8216835211790908e-6,42.07679727769139,5.658841574332836,3,6.566910839735289,0.5144401431211674,0.001828068050946528,0.5126120750702204,0.029571430829803964,0.5126120750702204
WBGene00011668,clec-47,4.333869338783114e-9,1.9454879264034133e-6,41.842123300256944,75.22782451432701,3,2.937365092783741,6.83889313766609,0.20116832000703536,6.637724817659056,0.09449007518745685,6.637724817659056
WBGene00003511,mxl-3,5.4245433370154694e-9,2.220233678761979e-6,41.38263102277429,11.371057369041388,3,4.207846172098152,1.0337324880946706,0.02475944764613147,1.0089730404485402,0.05531149612347946,1.0089730404485402
WBGene00000785,cpr-5,5.397901998665643e-9,2.220233678761979e-6,41.39271028013304,5.1386085827497485,3,7.061161674923852,0.4671462347954308,0.0011158073213850769,0.4660304274740466,0.028849680494654677,0.4660304274740466
WBGene00001150,ech-1.1,5.255407436543869e-9,2.220233678761979e-6,41.447478547054175,16.917401308673902,3,4.000462921843078,1.5379455735158096,0.03941770838023869,1.4985278651355707,0.0595877391241012,1.4985278651355707
WBGene00010790,sodh-1,6.148275295296187e-9,2.444554257409764e-6,41.12622133264487,18.75670471181644,3,5.2323254733782,1.7051549738014942,0.010361955596508156,1.6947930182049864,0.03995128929868055,1.6947930182049864
WBGene00003091,lys-2,7.394222588421526e-9,2.858277820568721e-6,40.748357200579704,6.250563013290145,3,6.962945370316027,0.5682330012081961,0.001086081872066968,0.567146919336128,0.02885981185047331,0.567146919336128
WBGene00009488,oac-20,7.956895325314638e-9,2.917058546418044e-6,40.59815386414409,10.655256612428163,3,4.9469670226038645,0.9686596920389245,0.012760078166311646,0.9558996138726122,0.04356917236081544,0.9558996138726122
WBGene00010062,lipl-1,7.965523481164535e-9,2.917058546418044e-6,40.595934151351365,24.44036570856516,3,3.8648903373207726,2.2218514280513797,0.0865457439586742,2.135305684092704,0.06220408610653043,2.135305684092704
WBGene00021236,pud-1.2,8.868944115658686e-9,3.164621187525802e-6,40.375883186915,23.212992376234453,3,8.063897648944886,2.1102720342031325,0.001199549037182659,2.1090724851659495,0.03150804796888168,2.1090724851659495
WBGene00011487,T05E12.6,1.0265782218353193e-8,3.4168675369915955e-6,40.0762589592092,5.661987661329296,3,5.951673994257613,0.5147261510299352,0.002656660424213554,0.5120694906057225,0.032952932532210634,0.5120694906057225
WBGene00012538,Y37A1B.5,1.0207709232923507e-8,3.4168675369915955e-6,40.087881454844386,5.659130766586694,3,5.615895883556825,0.5144664333260618,0.007477381002644242,0.5069890523234188,0.035914606263881675,0.5069890523234188
WBGene00019779,endu-2,1.0312477475829766e-8,3.4168675369915955e-6,40.066961088595406,4.509317166024448,3,6.807090996823203,0.4099379241840416,0.001343635629605421,0.40859428855443525,0.028976788058273875,0.40859428855443525
WBGene00018731,F53A9.8,1.1201355613328066e-8,3.6250712724435672e-6,39.89756126740569,18.53776805965976,3,5.3405018698988345,1.6852516417872512,0.009599116426875432,1.6756525253603756,0.03871538061451258,1.6756525253603756
